@RELATION ClusteringDatasets/Flames

@ATTRIBUTE f0 REAL
@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 {1, 2}

@DATA
0.150819,0.988876,2
0.074632,1.047481,2
0.139098,1.059202,2
0.227006,1.041621,2
0.309054,1.047481,2
0.215285,1.111947,2
0.127377,1.111947,2
0.039469,1.106087,2
-0.007415,1.147110,2
0.057051,1.176413,2
0.361799,1.164692,2
0.297333,1.147110,2
0.227006,1.182274,2
0.144959,1.205716,2
0.103935,1.276042,2
0.168401,1.322927,2
0.203564,1.246740,2
0.273891,1.229158,2
0.350078,1.240879,2
0.303193,1.287763,2
0.244588,1.322927,2
0.209425,1.422556,2
0.268030,1.393253,2
0.332496,1.352229,2
0.420404,1.293624,2
0.426264,1.363950,2
0.350078,1.410835,2
0.297333,1.440137,2
0.262169,1.510464,2
0.320775,1.569069,2
0.355938,1.492882,2
0.420404,1.434277,2
0.479009,1.440137,2
0.496591,1.533906,2
0.484870,1.598372,2
0.414543,1.504603,2
0.396962,1.586651,2
0.391101,1.645256,2
-0.312163,1.076784,2
-0.235976,1.100226,2
-0.265279,1.182274,2
-0.376629,1.164692,2
-0.552445,1.217437,2
-0.446955,1.258461,1
-0.347326,1.258461,1
-0.277000,1.317066,1
-0.165650,1.246740,1
-0.071881,1.235019,1
-0.194952,1.346369,1
-0.241837,1.363950,1
-0.329745,1.381532,1
-0.382490,1.328787,1
-0.558306,1.305345,2
-0.441095,1.404974,1
-0.376629,1.457719,1
-0.446955,1.469440,1
-0.505561,1.434277,1
-0.622772,1.475301,1
-0.687237,1.580790,1
-0.540724,1.504603,1
-0.300442,1.481161,1
-0.259418,1.422556,1
-0.171510,1.445998,1
-0.077742,1.410835,1
-0.030857,1.522185,1
-0.136347,1.522185,1
-0.224255,1.516324,1
-0.277000,1.545627,1
-0.364908,1.528045,1
-0.441095,1.557348,1
-0.499700,1.574930,1
-0.570027,1.592511,1
-0.634493,1.662838,1
-0.523142,1.645256,1
-0.452816,1.651117,1
-0.405932,1.598372,1
-0.376629,1.639396,1
-0.312163,1.615953,1
-0.194952,1.574930,1
-0.124626,1.610093,1
-0.048439,1.604232,1
0.045330,1.656977,1
-0.235976,1.651117,1
-0.704819,1.692140,1
-0.728261,1.791769,1
-0.710680,1.873817,1
-0.634493,1.955865,1
-0.552445,1.967586,1
-0.405932,2.067215,1
-0.294581,2.067215,1
-0.189092,2.037912,1
-0.083602,2.020330,1
-0.001555,1.938283,1
0.068772,1.832793,1
-0.007415,1.756606,1
-0.089463,1.703861,1
-0.165650,1.668698,1
-0.136347,1.739025,1
-0.089463,1.803491,1
-0.048439,1.885538,1
-0.107044,1.950004,1
-0.136347,1.856235,1
-0.212534,1.920701,1
-0.224255,1.856235,1
-0.189092,1.785909,1
-0.241837,1.797630,1
-0.224255,1.727304,1
-0.312163,1.692140,1
-0.282860,1.744885,1
-0.364908,1.698001,1
-0.435234,1.721443,1
-0.517282,1.703861,1
-0.622772,1.774188,1
-0.581748,1.826933,1
-0.517282,1.891399,1
-0.517282,1.791769,1
-0.441095,1.785909,1
-0.370768,1.768327,1
-0.300442,1.791769,1
-0.388350,1.815212,1
-0.446955,1.856235,1
-0.405932,1.891399,1
-0.394211,1.950004,1
-0.265279,1.955865,1
-0.288721,1.903120,1
-0.288721,1.838654,1
-0.341466,1.862096,1
-0.359047,2.014470,1
-0.446955,1.985167,1
