@RELATION ClusteringDatasets/Aggregation

@ATTRIBUTE f0 REAL
@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 {1, 2, 3, 4, 5, 6, 7}

@DATA
0.796140,-0.690881,4
0.811262,-0.680800,4
0.624755,-0.680800,4
0.680203,-0.660637,4
0.594510,-0.655596,4
0.599551,-0.595107,4
0.518899,-0.549740,4
0.423125,-0.514455,4
0.619714,-0.524537,4
0.559225,-0.519496,4
0.539062,-0.479170,4
0.503777,-0.428762,4
0.468491,-0.393477,4
0.458410,-0.353151,4
0.392880,-0.383396,4
0.357595,-0.358192,4
0.357595,-0.292662,4
0.402962,-0.277540,4
0.478573,-0.292662,4
0.513858,-0.262418,4
0.534021,-0.322907,4
0.554184,-0.398518,4
0.634836,-0.443885,4
0.634836,-0.418681,4
0.695325,-0.494292,4
0.680203,-0.595107,4
0.760855,-0.559822,4
0.735651,-0.504374,4
0.760855,-0.620311,4
0.871751,-0.685841,4
0.922159,-0.771533,4
0.972566,-0.821941,4
1.063300,-0.922756,4
1.063300,-0.877389,4
1.073381,-0.816900,4
1.007852,-0.781615,4
0.972566,-0.736248,4
1.174196,-0.801778,4
1.108667,-0.751370,4
1.068341,-0.726167,4
1.058259,-0.680800,4
0.977607,-0.680800,4
0.942322,-0.635433,4
0.831425,-0.600148,4
0.856629,-0.539659,4
0.831425,-0.489251,4
0.755814,-0.433803,4
0.705407,-0.388436,4
0.639877,-0.348110,4
0.629795,-0.297703,4
0.614673,-0.252336,4
0.448328,-0.217051,4
0.488654,-0.166643,4
0.554184,-0.186806,4
0.604592,-0.196888,4
0.564266,-0.141440,4
0.508817,-0.121277,4
0.549143,-0.060788,4
0.584429,-0.050706,4
0.554184,-0.000299,4
0.654999,-0.085991,4
0.705407,-0.146480,4
0.700366,-0.196888,4
0.695325,-0.287621,4
0.765896,-0.312825,4
0.760855,-0.257377,4
0.760855,-0.232173,4
0.690284,-0.030543,4
0.675162,-0.025502,4
0.760855,-0.091032,4
0.816303,-0.136399,4
0.826385,-0.186806,4
0.886874,-0.085991,4
0.937281,-0.136399,4
0.942322,-0.181766,4
0.922159,-0.247295,4
0.851588,-0.232173,4
0.846548,-0.282581,4
0.922159,-0.307784,4
0.876792,-0.327947,4
0.831425,-0.378355,4
0.811262,-0.378355,4
0.866711,-0.453966,4
0.922159,-0.388436,4
0.932240,-0.433803,4
0.952403,-0.499333,4
0.957444,-0.579985,4
1.038096,-0.610229,4
1.022974,-0.590066,4
1.033055,-0.549740,4
1.058259,-0.519496,4
1.012892,-0.464048,4
0.977607,-0.383396,4
1.048178,-0.408599,4
0.992729,-0.332988,4
1.033055,-0.317866,4
0.997770,-0.247295,4
1.063300,-0.161603,4
1.088504,-0.267458,4
1.154033,-0.272499,4
1.123789,-0.343070,4
1.128830,-0.368273,4
1.184278,-0.428762,4
1.244767,-0.459007,4
1.108667,-0.469088,4
1.143952,-0.519496,4
1.154033,-0.564863,4
1.123789,-0.605189,4
1.118748,-0.685841,4
1.189319,-0.690881,4
1.239726,-0.615270,4
2.172265,-0.907634,3
2.071450,-0.872348,3
1.965594,-0.877389,3
1.955513,-0.816900,3
1.869820,-0.781615,3
1.804290,-0.690881,3
1.839575,-0.645515,3
1.763964,-0.585026,3
1.774046,-0.514455,3
1.713557,-0.438844,3
1.839575,-0.453966,3
1.849657,-0.519496,3
1.915187,-0.579985,3
1.940390,-0.660637,3
2.000879,-0.610229,3
2.046246,-0.655596,3
1.970635,-0.746330,3
2.046246,-0.776574,3
2.031124,-0.816900,3
2.131939,-0.796737,3
2.071450,-0.741289,3
2.126898,-0.711044,3
2.217632,-0.751370,3
2.257958,-0.791696,3
2.313406,-0.847145,3
2.227713,-0.852185,3
2.187387,-0.837063,3
2.399099,-0.736248,3
2.323487,-0.721126,3
2.363813,-0.650555,3
2.247876,-0.670718,3
2.136980,-0.640474,3
2.162183,-0.595107,3
2.136980,-0.549740,3
2.041205,-0.544700,3
1.995839,-0.489251,3
2.066409,-0.464048,3
1.960553,-0.438844,3
1.879901,-0.388436,3
1.799249,-0.368273,3
1.748842,-0.353151,3
1.834535,-0.338029,3
1.733720,-0.262418,3
1.809331,-0.257377,3
1.859738,-0.267458,3
1.945431,-0.307784,3
2.010961,-0.373314,3
2.121857,-0.393477,3
2.202509,-0.484211,3
2.237795,-0.453966,3
2.227713,-0.529577,3
2.268039,-0.574944,3
2.318447,-0.519496,3
2.378936,-0.504374,3
2.424302,-0.554781,3
2.368854,-0.433803,3
2.303324,-0.448925,3
2.424302,-0.388436,3
2.409180,-0.343070,3
2.318447,-0.343070,3
2.222672,-0.368273,3
2.293243,-0.312825,3
2.207550,-0.302744,3
2.116817,-0.322907,3
2.152102,-0.272499,3
2.016002,-0.287621,3
1.995839,-0.227132,3
2.096654,-0.222092,3
1.925268,-0.201929,3
1.824453,-0.201929,3
1.804290,-0.141440,3
1.854698,-0.106154,3
1.834535,-0.085991,3
1.804290,-0.045665,3
1.884942,-0.050706,3
1.960553,-0.116236,3
1.930309,-0.146480,3
2.061368,-0.136399,3
2.031124,-0.080951,3
1.990798,-0.025502,3
1.970635,-0.025502,3
1.895024,0.019864,3
1.960553,0.045068,3
2.041205,0.060190,3
2.081531,0.070272,3
2.076491,0.024905,3
2.081531,-0.040625,3
2.197469,-0.075910,3
2.167224,-0.166643,3
2.232754,-0.151521,3
2.247876,-0.242255,3
2.333569,-0.267458,3
2.404139,-0.252336,3
2.323487,-0.176725,3
2.348691,-0.096073,3
2.288202,-0.075910,3
2.237795,-0.075910,3
2.262998,0.024905,3
2.172265,0.004742,3
2.172265,0.055150,3
2.091613,0.120679,3
2.086572,0.166046,3
2.091613,0.221494,6
2.066409,0.266861,6
2.061368,0.317269,6
2.026083,0.367676,6
2.010961,0.428165,6
2.031124,0.458410,6
2.041205,0.483614,6
1.940390,0.473532,6
1.935350,0.518899,6
1.864779,0.503777,6
1.879901,0.544103,6
1.809331,0.559225,6
1.769005,0.634836,6
1.819412,0.634836,6
1.814372,0.685244,6
1.789168,0.695325,6
1.723638,0.740692,6
1.678271,0.811262,6
1.789168,0.801181,6
1.834535,0.760855,6
1.864779,0.745733,6
1.920227,0.720529,6
1.915187,0.609632,6
1.970635,0.614673,6
1.960553,0.665081,6
2.026083,0.589469,6
2.051287,0.549143,6
2.111776,0.498736,6
2.136980,0.453369,6
2.192428,0.488654,6
2.197469,0.559225,6
2.152102,0.594510,6
2.071450,0.639877,6
2.091613,0.649958,6
2.046246,0.670121,6
1.995839,0.740692,6
2.046246,0.755814,6
1.940390,0.781018,6
1.940390,0.831425,6
1.975676,0.871751,6
1.920227,0.917118,6
1.829494,0.886874,6
1.758923,0.917118,6
1.713557,0.917118,6
1.799249,0.962485,6
1.869820,0.957444,6
1.920227,0.977607,6
1.859738,1.022974,6
1.794209,1.068341,6
1.723638,1.073381,6
1.698434,1.012892,6
1.683312,1.143952,6
1.839575,1.159074,6
1.859738,1.174196,6
1.910146,1.128830,6
1.960553,1.073381,6
2.021042,0.962485,6
2.026083,1.012892,6
2.091613,0.982648,6
2.131939,0.947363,6
2.116817,0.886874,6
2.076491,0.831425,6
2.147061,0.796140,6
2.152102,0.755814,6
2.182346,0.685244,6
2.252917,0.639877,6
2.298284,0.609632,6
2.308365,0.690284,6
2.222672,0.730610,6
2.273080,0.755814,6
2.363813,0.740692,6
2.404139,0.816303,6
2.318447,0.811262,6
2.212591,0.821344,6
2.207550,0.881833,6
2.268039,0.861670,6
2.343650,0.886874,6
2.273080,0.907037,6
2.227713,0.962485,6
2.187387,0.932240,6
2.394058,0.952403,6
2.338610,0.987689,6
2.318447,1.048178,6
2.353732,1.083463,6
2.399099,1.138911,6
2.313406,1.169156,6
2.257958,1.108667,6
2.187387,1.048178,6
2.152102,1.088504,6
2.091613,1.093544,6
2.010961,1.128830,6
2.126898,1.148993,6
2.192428,1.154033,6
2.192428,1.169156,6
2.308365,1.229645,6
2.283161,1.290134,6
2.207550,1.249808,6
2.136980,1.244767,6
1.990798,1.204441,6
2.016002,1.229645,6
1.910146,1.204441,6
1.920227,1.280052,6
1.869820,1.259889,6
1.789168,1.189319,6
1.743801,1.239726,6
1.723638,1.310297,6
1.733720,1.365745,6
1.814372,1.310297,6
1.829494,1.360704,6
1.889983,1.365745,6
1.910146,1.456478,6
1.839575,1.451438,6
1.829494,1.476641,6
1.889983,1.547212,6
1.950472,1.537130,6
2.036165,1.582497,6
2.091613,1.516967,6
2.005920,1.471601,6
1.980716,1.426234,6
2.000879,1.355663,6
2.061368,1.310297,6
2.152102,1.365745,6
2.071450,1.411112,6
2.131939,1.461519,6
2.177306,1.496804,6
2.187387,1.557293,6
2.232754,1.446397,6
2.293243,1.360704,6
2.338610,1.375826,6
2.207550,1.320378,6
0.886874,0.836466,1
0.770936,0.846548,1
0.675162,0.891914,1
0.665081,0.942322,1
0.599551,1.038096,1
0.629795,1.053218,1
0.695325,1.058259,1
0.710447,0.982648,1
0.735651,0.942322,1
0.806222,0.942322,1
0.901996,0.901996,1
0.927200,0.947363,1
0.896955,0.987689,1
0.856629,1.017933,1
0.871751,1.053218,1
0.806222,1.043137,1
0.730610,1.123789,1
0.675162,1.128830,1
0.599551,1.194359,1
0.821344,1.143952,1
0.821344,1.189319,1
0.725570,1.219563,1
0.770936,1.264930,1
0.972566,1.269971,1
0.917118,1.224604,1
0.927200,1.138911,1
0.947363,1.123789,1
1.012892,1.108667,1
1.012892,1.189319,1
1.088504,1.204441,1
1.184278,1.194359,1
1.138911,1.285093,1
1.098585,1.138911,1
1.048178,1.078422,1
0.987689,1.038096,1
0.977607,0.997770,1
1.068341,0.927200,1
1.043137,0.947363,1
1.022974,0.866711,1
1.073381,1.017933,1
1.169156,0.947363,1
1.229645,0.977607,1
1.189319,1.017933,1
1.174196,1.088504,1
1.148993,1.103626,1
-0.736248,-1.043734,5
-0.620311,-1.063897,5
-0.579985,-1.028612,5
-0.665678,-1.018530,5
-0.716085,-0.988286,5
-0.771533,-0.968123,5
-0.771533,-0.922756,5
-0.741289,-0.912674,5
-0.685841,-0.912674,5
-0.635433,-0.958041,5
-0.635433,-0.937878,5
-0.489251,-1.043734,5
-0.534618,-0.983245,5
-0.579985,-0.937878,5
-0.579985,-0.902593,5
-0.590066,-0.877389,5
-0.675759,-0.857226,5
-0.761452,-0.852185,5
-0.746330,-0.821941,5
-0.685841,-0.811859,5
-0.711044,-0.771533,5
-0.585026,-0.776574,5
-0.600148,-0.751370,5
-0.534618,-0.766493,5
-0.635433,-0.832022,5
-0.544700,-0.826982,5
-0.469088,-0.806819,5
-0.494292,-0.842104,5
-0.529577,-0.902593,5
-0.474129,-0.922756,5
-0.448925,-0.983245,5
-0.403559,-0.932837,5
-0.443885,-0.902593,5
-0.438844,-0.857226,5
