@RELATION ClusteringDatasets/R15

@ATTRIBUTE f0 REAL
@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}

@DATA
0.029808,0.738955,4
0.070679,0.712946,4
0.090319,0.677913,4
0.010168,0.712946,4
0.101997,0.649250,4
0.176839,0.666236,4
0.156669,0.717193,4
0.014946,0.769742,4
0.128006,0.770803,4
-0.014248,0.750102,4
0.017600,0.492134,4
-0.012125,0.703392,4
0.138622,0.612094,4
-0.000978,0.580777,4
0.104120,0.696491,4
-0.054589,0.646065,4
-0.092276,0.807959,4
0.198071,0.763372,4
0.169939,0.662520,4
0.047855,0.616341,4
0.099873,0.586616,4
0.032993,0.699145,4
0.156669,0.699676,4
0.168346,0.587147,4
-0.082721,0.641819,4
-0.080067,0.668890,4
0.257521,0.606256,4
-0.386338,0.401367,5
-0.308311,0.320686,5
-0.295041,0.343510,5
-0.307780,0.364211,5
-0.338567,0.376950,5
-0.357675,0.478864,5
-0.330605,0.442239,5
-0.226568,0.466125,5
-0.220729,0.333956,5
-0.257885,0.279814,5
-0.326358,0.368458,5
-0.383154,0.399775,5
-0.376253,0.536190,5
-0.401201,0.410391,5
-0.277525,0.206564,5
-0.330074,0.358372,5
-0.333789,0.210280,5
-0.321050,0.364211,5
-0.340690,0.388628,5
-0.326358,0.411983,5
-0.318927,0.426315,5
-0.184104,0.477271,5
-0.280179,0.368988,5
-0.452158,0.218242,5
-0.299287,0.549991,5
-0.197374,0.461347,5
-0.367230,0.464532,5
-0.350775,0.331302,5
-0.218075,0.544683,5
-0.320519,0.447547,5
-0.385277,0.522920,5
-0.439949,0.424192,5
-0.360860,0.370050,5
-0.367761,0.443300,5
-0.355021,0.504873,5
-0.308311,0.474087,5
-0.249392,0.383851,5
-0.286017,0.442769,5
-0.275932,0.373766,5
-0.292387,0.262829,5
-0.358206,0.066964,6
-0.384746,-0.140579,6
-0.306188,-0.083783,6
-0.333789,-0.032826,6
-0.241430,-0.178265,6
-0.163403,-0.230284,6
-0.336974,-0.236653,6
-0.536555,-0.015841,6
-0.320519,-0.190474,6
-0.453750,0.031931,6
-0.327420,-0.098115,6
-0.254170,-0.094930,6
-0.345998,0.002206,6
-0.266909,-0.069982,6
-0.396424,-0.099176,6
-0.430395,-0.173488,6
-0.289202,-0.057774,6
-0.253639,-0.111915,6
-0.258416,-0.114039,6
-0.339628,-0.025926,6
-0.428802,0.056348,6
-0.210113,-0.205867,6
-0.352898,-0.040788,6
-0.339628,-0.032296,6
-0.186758,-0.040258,6
-0.411286,-0.113508,6
-0.291856,-0.076352,6
-0.377315,-0.034950,6
-0.385277,-0.124655,6
-0.353960,-0.099176,6
-0.282302,0.037770,6
-0.328481,-0.008410,6
-0.342813,0.123759,6
-0.258416,-0.082191,6
-0.391646,0.002206,6
-0.244615,0.010699,6
-0.380500,-0.137394,6
-0.298226,-0.024864,6
-0.439949,-0.079537,6
-0.287610,-0.004694,6
0.028216,-0.189943,7
0.196479,-0.301411,7
-0.047689,-0.340159,7
0.089257,-0.387400,7
0.072803,-0.385277,7
-0.187820,-0.205336,7
0.002206,-0.442603,7
0.026092,-0.396954,7
-0.115100,-0.307780,7
0.016007,-0.419248,7
0.146584,-0.337505,7
0.061656,-0.365637,7
-0.027518,-0.351306,7
0.051571,-0.276994,7
0.115267,-0.369884,7
0.064310,-0.338036,7
0.108897,-0.470735,7
0.068556,-0.224976,7
0.008576,-0.287610,7
0.020784,-0.407570,7
0.035116,-0.208521,7
0.041485,-0.413940,7
-0.127839,-0.345467,7
-0.009471,-0.226568,7
-0.013718,-0.467020,7
-0.057243,-0.348121,7
0.057409,-0.434641,7
0.028216,-0.319458,7
0.122167,-0.334320,7
0.014946,-0.441011,7
0.020784,-0.291325,7
-0.047689,-0.309903,7
0.078641,-0.350775,7
0.254867,-0.380500,7
0.027685,-0.437826,7
0.030339,-0.336443,7
0.122698,-0.435703,7
0.069087,-0.375722,7
0.097750,-0.498337,7
0.066433,-0.387400,7
0.561668,-0.169242,8
0.568038,-0.203744,8
0.357842,-0.103423,8
0.505404,-0.318396,8
0.607317,-0.195782,8
0.600948,-0.220198,8
0.586616,-0.461712,8
0.613687,-0.281240,8
0.486826,-0.237715,8
0.418884,-0.210644,8
0.519735,-0.154910,8
0.510712,-0.300880,8
0.401898,-0.293979,8
0.656151,-0.129963,8
0.579716,-0.326889,8
0.426315,-0.405978,8
0.551583,-0.297164,8
0.467717,-0.265316,8
0.533005,-0.306719,8
0.516551,-0.247269,8
0.600948,-0.243554,8
0.500627,-0.214890,8
0.594578,-0.345467,8
0.509650,-0.196843,8
0.511243,-0.201620,8
0.385974,-0.273809,8
0.454978,-0.266378,8
0.496911,-0.382092,8
0.488949,-0.282302,8
0.677913,-0.330605,8
0.538844,-0.196312,8
0.492665,-0.261070,8
0.400836,-0.175611,8
0.629080,-0.111385,8
0.519205,-0.277525,8
0.369519,-0.210113,8
0.296800,-0.170303,8
0.477271,-0.187820,8
0.548398,-0.102361,8
0.500627,-0.270093,8
1.950238,0.082888,9
1.814354,0.259113,9
1.933784,0.236819,9
1.797899,0.099873,9
1.878581,0.198071,9
1.752781,0.207095,9
1.805330,0.149238,9
1.880173,0.228857,9
1.766582,0.157730,9
1.830809,0.184270,9
1.849917,0.035116,9
1.926883,0.225142,9
1.854695,0.368988,9
1.845140,0.033523,9
1.936438,0.086603,9
1.829747,0.044670,9
1.937499,0.221957,9
2.031981,0.337140,9
1.843017,0.212934,9
1.824970,0.099343,9
1.912552,0.119513,9
2.069668,0.106243,9
1.896097,0.098812,9
1.772421,0.253274,9
1.868495,0.124821,9
1.842486,0.052101,9
1.805861,0.112082,9
1.949177,0.311131,9
1.900874,0.322809,9
1.922637,0.234696,9
1.892381,0.208687,9
1.899282,0.175247,9
1.926352,0.113674,9
1.797899,0.160384,9
1.831339,0.091381,9
1.890258,0.063779,9
1.923168,0.079172,9
1.887073,0.022377,9
1.904590,0.173654,9
1.882296,0.169939,9
1.336635,1.411478,10
1.277185,1.407762,10
1.257546,1.525069,10
1.158817,1.494813,10
1.303725,1.584518,10
1.168902,1.539931,10
1.227821,1.470927,10
1.236845,1.444918,10
1.218267,1.504898,10
1.207120,1.493751,10
1.285147,1.579210,10
1.314341,1.546300,10
1.266569,1.479420,10
1.177926,1.562224,10
1.226759,1.298417,10
1.275062,1.462965,10
1.071235,1.487913,10
1.120069,1.464557,10
1.275062,1.535154,10
1.191727,1.400331,10
1.343004,1.422624,10
1.183765,1.433240,10
1.294702,1.458719,10
1.202343,1.560632,10
1.260200,1.342474,10
1.155632,1.502775,10
1.294702,1.499590,10
1.078136,1.609466,10
1.163064,1.518699,10
1.270816,1.603096,10
1.346720,1.516576,10
1.292048,1.516576,10
1.210836,1.621674,10
1.229413,1.591418,10
1.219859,1.453411,10
1.148201,1.400331,10
1.318588,1.504898,10
1.190134,1.380160,10
1.083444,1.596196,10
1.196504,1.447041,10
-0.132617,1.897159,11
-0.264255,1.900874,11
-0.227630,1.871680,11
-0.111915,1.730488,11
-0.176142,1.865311,11
-0.170303,1.977309,11
-0.264255,1.788876,11
-0.111915,1.878050,11
-0.145356,1.900343,11
-0.136863,1.892912,11
-0.246208,1.924229,11
-0.207990,1.749596,11
-0.069452,1.892381,11
-0.046096,1.796307,11
-0.188881,1.746942,11
-0.201620,2.039943,11
-0.319989,1.800553,11
-0.127839,1.778260,11
-0.246208,1.846202,11
-0.137394,1.662545,11
-0.218606,1.815416,11
-0.101830,1.821785,11
-0.252046,1.801084,11
-0.214360,1.728895,11
-0.118816,1.772421,11
-0.197374,1.976778,11
-0.286017,1.812231,11
-0.195782,1.835055,11
-0.164465,1.870619,11
-0.212767,1.875396,11
-0.230284,1.891320,11
-0.131555,1.866903,11
-0.188350,1.801084,11
-0.127839,1.867434,11
-0.227630,1.752250,11
-0.187289,1.950238,11
-0.093337,1.912021,11
-0.132617,1.793653,11
-0.324235,1.761274,11
-0.249392,1.835055,11
-1.260564,0.942782,12
-1.291351,1.017625,12
-1.511101,0.938536,12
-1.350269,0.844053,12
-1.321075,1.046288,12
-1.469699,0.808490,12
-1.363009,0.914650,12
-1.450590,0.897133,12
-1.419273,1.056904,12
-1.324260,0.936412,12
-1.355577,0.983123,12
-1.347085,0.975692,12
-1.324791,0.991085,12
-1.239863,0.859977,12
-1.312583,0.919958,12
-1.421927,0.979407,12
-1.250479,0.849361,12
-1.426704,0.887579,12
-1.403349,0.887579,12
-1.300374,0.772926,12
-1.395918,0.846177,12
-1.347615,0.813798,12
-1.251541,0.961891,12
-1.326383,0.972507,12
-1.280735,0.848300,12
-1.366724,0.898195,12
-1.282858,0.832907,12
-1.377871,0.931104,12
-1.329568,0.912527,12
-1.292943,0.732055,12
-1.399634,0.957644,12
-1.344431,1.006478,12
-1.398041,1.165718,12
-1.349739,0.875901,12
-1.456429,0.771334,12
-1.379463,1.081321,12
-1.476069,0.810613,12
-1.300905,1.024525,12
-1.351331,0.973568,12
-1.113533,1.053719,12
-1.439974,-0.685709,13
-1.415027,-0.562564,13
-1.339653,-0.558317,13
-1.367786,-0.657577,13
-1.444752,-0.645368,13
-1.430420,-0.618828,13
-1.370440,-0.651738,13
-1.476599,-0.590696,13
-1.345492,-0.454812,13
-1.267465,-0.664477,13
-1.396980,-0.621482,13
-1.406534,-0.556194,13
-1.316829,-0.568403,13
-1.335938,-0.562033,13
-1.336999,-0.641122,13
-1.408657,-0.600781,13
-1.394856,-0.589634,13
-1.267995,-0.443665,13
-1.306744,-0.595473,13
-1.495177,-0.487190,13
-1.177760,-0.565749,13
-1.292412,-0.578488,13
-1.219162,-0.576364,13
-1.390079,-0.560971,13
-1.280204,-0.636345,13
-1.572143,-0.502053,13
-1.348146,-0.698979,13
-1.369378,-0.549294,13
-1.187314,-0.662354,13
-1.307805,-0.503645,13
-1.143789,-0.602904,13
-1.347085,-0.680932,13
-1.482969,-0.595473,13
-1.346023,-0.547171,13
-1.381056,-0.554071,13
-1.445813,-0.555663,13
-1.267465,-0.540270,13
-1.405472,-0.583796,13
-1.304090,-0.611397,13
-1.340184,-0.552479,13
-0.252046,-1.469699,14
-0.136863,-1.449529,14
-0.293979,-1.533395,14
-0.252577,-1.480315,14
-0.324766,-1.333815,14
-0.249392,-1.426174,14
-0.124124,-1.606114,14
-0.117223,-1.545073,14
-0.273809,-1.577982,14
-0.250985,-1.631593,14
-0.155972,-1.335407,14
-0.059897,-1.455898,14
-0.063613,-1.519594,14
-0.188350,-1.559404,14
-0.186227,-1.493585,14
-0.184104,-1.461206,14
-0.275932,-1.491993,14
-0.135271,-1.524902,14
-0.160218,-1.452183,14
-0.272747,-1.578513,14
-0.082721,-1.404411,14
-0.120939,-1.531803,14
-0.202682,-1.503139,14
-0.192597,-1.459083,14
-0.102361,-1.456960,14
-0.148010,-1.328507,14
-0.129432,-1.433074,14
-0.275401,-1.555158,14
-0.178796,-1.471291,14
-0.252046,-1.425112,14
-0.425087,-1.568958,14
-0.252577,-1.377340,14
-0.192597,-1.489869,14
-0.079537,-1.469699,14
-0.210113,-1.611953,14
-0.119877,-1.519063,14
-0.140579,-1.443159,14
-0.194720,-1.416619,14
-0.091745,-1.409719,14
-0.202682,-1.451652,14
1.212428,-1.370970,15
1.314341,-1.079031,15
1.337166,-1.214916,15
1.269223,-1.169798,15
1.240029,-1.015866,15
1.346720,-1.069477,15
1.320180,-1.050368,15
1.229413,-1.055145,15
1.198627,-1.152281,15
1.200750,-1.348146,15
1.234721,-1.053553,15
1.337696,-1.120433,15
1.312749,-1.163959,15
1.329734,-1.101325,15
1.438017,-1.082216,15
1.321773,-1.132111,15
1.236845,-1.134765,15
1.357336,-1.060453,15
1.241622,-1.169267,15
1.063273,-1.256318,15
1.298417,-1.003658,15
1.281432,-1.209608,15
1.099368,-1.169267,15
1.152978,-1.040283,15
1.151386,-1.143789,15
1.272408,-1.182537,15
1.197035,-1.278081,15
1.294702,-1.131049,15
1.241622,-1.087524,15
1.045757,-1.185722,15
1.152448,-1.057799,15
1.380691,-1.197930,15
1.324957,-1.256318,15
1.245337,-1.099732,15
1.338758,-1.178821,15
1.293109,-1.200053,15
1.325488,-1.256849,15
1.143955,-1.090178,15
1.349374,-1.239332,15
1.245868,-0.985080,15
