@RELATION ClusteringDatasets/Compound

@ATTRIBUTE f0 REAL
@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 {1, 2, 3, 4, 5, 6}

@DATA
0.041052,-0.705693,5
0.086462,-0.655237,5
0.147009,-0.640101,5
0.177282,-0.579554,5
0.263057,-0.599736,5
0.212601,-0.624964,5
0.187373,-0.695602,5
0.121781,-0.700647,5
0.152054,-0.756149,5
0.071325,-0.751103,5
0.227738,-0.741012,5
0.258011,-0.690556,5
0.283239,-0.645146,5
0.333695,-0.619918,5
0.348832,-0.680465,5
0.303421,-0.720830,5
0.384151,-0.705693,5
0.263057,-0.170862,5
0.268102,-0.115361,5
0.308467,-0.160771,5
0.333695,-0.120407,5
0.328649,-0.064905,5
0.353877,-0.014450,5
0.429561,-0.024541,5
0.394242,-0.059860,5
0.389196,-0.115361,5
0.369014,-0.155726,5
0.419470,-0.160771,5
0.434606,-0.115361,5
0.454789,-0.059860,5
0.510290,-0.049769,5
0.505244,-0.100224,5
0.480016,-0.130498,5
0.464880,-0.175908,5
0.510290,-0.160771,5
0.540563,-0.125452,5
0.565791,-0.080042,5
0.591019,-0.145635,5
0.565791,-0.180954,5
0.530472,-0.211227,5
0.575882,-0.246546,5
0.611201,-0.211227,5
0.621292,-0.256637,5
0.606156,-0.291956,5
0.671748,-0.266728,5
0.646520,-0.312138,5
0.626338,-0.352503,5
0.671748,-0.382776,5
0.712113,-0.322230,5
0.747432,-0.291956,5
0.807979,-0.317184,5
0.772660,-0.337366,5
0.848343,-0.362594,5
0.797887,-0.392868,5
0.732295,-0.387822,5
0.631384,-0.408004,5
0.676794,-0.443323,5
0.747432,-0.448369,5
0.802933,-0.458460,5
0.873571,-0.443323,5
0.858434,-0.503870,5
0.848343,-0.549280,5
0.787796,-0.529098,5
0.712113,-0.508916,5
0.621292,-0.458460,5
0.641475,-0.524052,5
0.575882,-0.519007,5
0.681839,-0.569463,5
0.737341,-0.574508,5
0.807979,-0.604782,5
0.767614,-0.645146,5
0.707067,-0.624964,5
0.636429,-0.624964,5
0.585973,-0.584599,5
0.515335,-0.569463,5
0.464880,-0.599736,5
0.510290,-0.619918,5
0.575882,-0.645146,5
0.641475,-0.705693,5
0.696976,-0.685511,5
0.560746,-0.705693,5
0.515335,-0.675420,5
0.444697,-0.675420,5
0.404333,-0.640101,5
0.474971,-0.710739,5
0.424515,-0.342412,6
0.399287,-0.402959,6
0.379105,-0.367640,6
0.379105,-0.322230,6
0.323604,-0.317184,6
0.328649,-0.347457,6
0.338740,-0.382776,6
0.338740,-0.423141,6
0.268102,-0.428187,6
0.283239,-0.392868,6
0.283239,-0.362594,6
0.263057,-0.332321,6
0.212601,-0.337366,6
0.237829,-0.382776,6
0.207556,-0.413050,6
0.187373,-0.372685,6
