@RELATION ClusteringDatasets/Path-based

@ATTRIBUTE f0 REAL
@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 {1, 2, 3}

@DATA
0.150088,0.040691,2
0.160507,0.061529,2
0.217811,0.082366,2
0.051110,0.077157,2
0.040691,0.108413,2
-0.000984,0.103204,2
0.290742,0.113623,2
0.207392,0.160507,2
0.113623,0.144879,2
0.113623,0.191764,2
0.030272,0.223020,2
0.056319,0.233439,2
0.061529,0.295952,2
-0.058287,0.280323,2
-0.053078,0.295952,2
-0.146847,0.389721,2
0.004225,0.306370,2
-0.016612,0.363674,2
0.004225,0.410558,2
-0.053078,0.368883,2
-0.073916,0.400139,2
-0.126009,0.431396,2
-0.167685,0.473071,2
-0.141638,0.514746,2
-0.105172,0.514746,2
-0.146847,0.582468,2
-0.167685,0.603306,2
-0.167685,0.613725,2
-0.219779,0.613725,2
-0.193732,0.681447,2
-0.542761,0.660609,1
-0.271873,0.775216,2
-0.282291,0.816891,2
-0.209360,0.811682,2
-0.245826,1.051314,2
-0.099963,0.723122,2
-0.047869,0.728331,2
0.056319,0.775216,2
0.092785,0.770006,2
0.155298,0.770006,2
0.165717,0.921079,2
0.061529,0.910660,2
0.019854,0.566840,2
0.113623,0.587678,2
0.160507,0.592887,2
0.165717,0.639772,2
0.113623,0.348045,2
0.113623,0.420977,2
0.113623,0.457443,2
0.144879,0.431396,2
0.191764,0.447024,2
0.217811,0.415768,2
0.269905,0.353255,2
0.285533,0.368883,2
0.332417,0.368883,2
0.295952,0.301161,2
0.243858,0.238648,2
0.410558,0.363674,2
0.546002,0.306370,2
0.504327,0.561631,2
0.415768,0.504327,2
0.290742,0.483490,2
0.290742,0.535584,2
0.316789,0.598096,2
