@relation ClusteringDatasets/R15_clustered

@attribute Instance_number numeric
@attribute f0 numeric
@attribute f1 numeric
@attribute f2 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@attribute Cluster {cluster0}

@data
89,11.2,11.062,3,cluster0
90,11.626,11.894,3,cluster0
91,11.23,11.728,3,cluster0
92,11.144,11.91,3,cluster0
93,11.106,11.868,3,cluster0
94,11.53,11.918,3,cluster0
95,11.21,11.114,3,cluster0
96,10.746,11.702,3,cluster0
97,11.154,11.692,3,cluster0
98,11.412,11.924,3,cluster0
99,10.948,11.532,3,cluster0
100,10.988,12.298,3,cluster0
101,10.96,11.392,3,cluster0
102,11.656,11.346,3,cluster0
103,11.178,12.062,3,cluster0
104,11.368,11.56,3,cluster0
105,11.264,11.724,3,cluster0
106,11.554,11.576,3,cluster0
107,10.974,11.114,3,cluster0
108,11.12,11.634,3,cluster0
109,11.51,12.052,3,cluster0
110,10.95,11.402,3,cluster0
111,11.864,12.406,3,cluster0
112,11.198,10.854,3,cluster0
113,11.65,11.496,3,cluster0
114,11.248,11.722,3,cluster0
115,11.602,11.888,3,cluster0
116,11.424,11.454,3,cluster0
117,11.312,11.718,3,cluster0
118,10.736,11.68,3,cluster0
119,11.56,11.798,3,cluster0
120,10.028,12.268,4,cluster0
121,9.282,11.976,4,cluster0
122,9.178,11.53,4,cluster0
123,9.954,12.398,4,cluster0
124,9.622,11.558,4,cluster0
125,9.914,11.844,4,cluster0
126,9.07,11.092,4,cluster0
127,10.578,11.354,4,cluster0
128,9.582,12.14,4,cluster0
129,9.622,11.528,4,cluster0
130,9.35,11.71,4,cluster0
131,10.234,11.974,4,cluster0
132,8.986,12.31,4,cluster0
133,9.438,12.11,4,cluster0
134,9.592,12.012,4,cluster0
135,9.666,11.88,4,cluster0
136,9.364,12.012,4,cluster0
137,9.71,11.772,4,cluster0
138,9.992,11.836,4,cluster0
139,9.916,12.028,4,cluster0
140,9.382,12.226,4,cluster0
141,9.808,12.23,4,cluster0
142,9.272,12.152,4,cluster0
143,9.392,11.18,4,cluster0
144,9.28,11.976,4,cluster0
145,9.848,11.632,4,cluster0
146,9.322,11.514,4,cluster0
147,9.718,11.95,4,cluster0
148,9.12,11.76,4,cluster0
149,8.978,12.37,4,cluster0
150,10.072,12.202,4,cluster0
151,9.966,11.822,4,cluster0
152,9.506,11.648,4,cluster0
153,9.702,11.536,4,cluster0
154,9.45,11.96,4,cluster0
155,9.916,11.962,4,cluster0
156,9.96,11.538,4,cluster0
157,9.014,11.744,4,cluster0
158,9.024,11.846,4,cluster0
159,10.296,11.61,4,cluster0
160,7.87,10.838,5,cluster0
161,8.164,10.534,5,cluster0
162,8.214,10.62,5,cluster0
163,8.166,10.698,5,cluster0
164,8.05,10.746,5,cluster0
165,7.978,11.13,5,cluster0
166,8.08,10.992,5,cluster0
167,8.472,11.082,5,cluster0
168,8.494,10.584,5,cluster0
169,8.354,10.38,5,cluster0
170,8.096,10.714,5,cluster0
171,7.882,10.832,5,cluster0
172,7.908,11.346,5,cluster0
173,7.814,10.872,5,cluster0
174,8.28,10.104,5,cluster0
175,8.082,10.676,5,cluster0
176,8.068,10.118,5,cluster0
177,8.116,10.698,5,cluster0
178,8.042,10.79,5,cluster0
179,8.096,10.878,5,cluster0
180,8.124,10.932,5,cluster0
181,8.632,11.124,5,cluster0
182,8.27,10.716,5,cluster0
183,7.622,10.148,5,cluster0
184,8.198,11.398,5,cluster0
185,8.582,11.064,5,cluster0
186,7.942,11.076,5,cluster0
187,8.004,10.574,5,cluster0
188,8.504,11.378,5,cluster0
189,8.118,11.012,5,cluster0
190,7.874,11.296,5,cluster0
191,7.668,10.924,5,cluster0
192,7.966,10.72,5,cluster0
193,7.94,10.996,5,cluster0
194,7.988,11.228,5,cluster0
195,8.164,11.112,5,cluster0
196,8.386,10.772,5,cluster0
197,8.248,10.994,5,cluster0
198,8.286,10.734,5,cluster0
199,8.224,10.316,5,cluster0
200,7.976,9.578,6,cluster0
201,7.876,8.796,6,cluster0
202,8.172,9.01,6,cluster0
203,8.068,9.202,6,cluster0
204,8.416,8.654,6,cluster0
205,8.71,8.458,6,cluster0
206,8.056,8.434,6,cluster0
207,7.304,9.266,6,cluster0
208,8.118,8.608,6,cluster0
209,7.616,9.446,6,cluster0
210,8.092,8.956,6,cluster0
211,8.368,8.968,6,cluster0
212,8.022,9.334,6,cluster0
213,8.32,9.062,6,cluster0
214,7.832,8.952,6,cluster0
215,7.704,8.672,6,cluster0
216,8.236,9.108,6,cluster0
217,8.37,8.904,6,cluster0
218,8.352,8.896,6,cluster0
219,8.046,9.228,6,cluster0
220,7.71,9.538,6,cluster0
221,8.534,8.55,6,cluster0
222,7.996,9.172,6,cluster0
223,8.046,9.204,6,cluster0
224,8.622,9.174,6,cluster0
225,7.776,8.898,6,cluster0
226,8.226,9.038,6,cluster0
227,7.904,9.194,6,cluster0
228,7.874,8.856,6,cluster0
229,7.992,8.952,6,cluster0
230,8.262,9.468,6,cluster0
231,8.088,9.294,6,cluster0
232,8.034,9.792,6,cluster0
233,8.352,9.016,6,cluster0
234,7.85,9.334,6,cluster0
235,8.404,9.366,6,cluster0
236,7.892,8.808,6,cluster0
237,8.202,9.232,6,cluster0
238,7.668,9.026,6,cluster0
239,8.242,9.308,6,cluster0
240,9.432,8.61,7,cluster0
241,10.066,8.19,7,cluster0
242,9.146,8.044,7,cluster0
243,9.662,7.866,7,cluster0
244,9.6,7.874,7,cluster0
245,8.618,8.552,7,cluster0
246,9.334,7.658,7,cluster0
247,9.424,7.83,7,cluster0
248,8.892,8.166,7,cluster0
249,9.386,7.746,7,cluster0
250,9.878,8.054,7,cluster0
251,9.558,7.948,7,cluster0
252,9.222,8.002,7,cluster0
253,9.52,8.282,7,cluster0
254,9.76,7.932,7,cluster0
255,9.568,8.052,7,cluster0
256,9.736,7.552,7,cluster0
257,9.584,8.478,7,cluster0
258,9.358,8.242,7,cluster0
259,9.404,7.79,7,cluster0
260,9.458,8.54,7,cluster0
261,9.482,7.766,7,cluster0
262,8.844,8.024,7,cluster0
263,9.29,8.472,7,cluster0
264,9.274,7.566,7,cluster0
265,9.11,8.014,7,cluster0
266,9.542,7.688,7,cluster0
267,9.432,8.122,7,cluster0
268,9.786,8.066,7,cluster0
269,9.382,7.664,7,cluster0
270,9.404,8.228,7,cluster0
271,9.146,8.158,7,cluster0
272,9.622,8.004,7,cluster0
273,10.286,7.892,7,cluster0
274,9.43,7.676,7,cluster0
275,9.44,8.058,7,cluster0
276,9.788,7.684,7,cluster0
277,9.586,7.91,7,cluster0
278,9.694,7.448,7,cluster0
279,9.576,7.866,7,cluster0
280,11.442,8.688,8,cluster0
281,11.466,8.558,8,cluster0
282,10.674,8.936,8,cluster0
283,11.23,8.126,8,cluster0
284,11.614,8.588,8,cluster0
285,11.59,8.496,8,cluster0
286,11.536,7.586,8,cluster0
287,11.638,8.266,8,cluster0
288,11.16,8.43,8,cluster0
289,10.904,8.532,8,cluster0
290,11.284,8.742,8,cluster0
291,11.25,8.192,8,cluster0
292,10.84,8.218,8,cluster0
293,11.798,8.836,8,cluster0
294,11.51,8.094,8,cluster0
295,10.932,7.796,8,cluster0
296,11.404,8.206,8,cluster0
297,11.088,8.326,8,cluster0
298,11.334,8.17,8,cluster0
299,11.272,8.394,8,cluster0
300,11.59,8.408,8,cluster0
301,11.212,8.516,8,cluster0
302,11.566,8.024,8,cluster0
303,11.246,8.584,8,cluster0
304,11.252,8.566,8,cluster0
305,10.78,8.294,8,cluster0
306,11.04,8.322,8,cluster0
307,11.198,7.886,8,cluster0
308,11.168,8.262,8,cluster0
309,11.88,8.08,8,cluster0
310,11.356,8.586,8,cluster0
311,11.182,8.342,8,cluster0
312,10.836,8.664,8,cluster0
313,11.696,8.906,8,cluster0
314,11.282,8.28,8,cluster0
315,10.718,8.534,8,cluster0
316,10.444,8.684,8,cluster0
317,11.124,8.618,8,cluster0
318,11.392,8.94,8,cluster0
319,11.212,8.308,8,cluster0
320,16.674,9.638,9,cluster0
321,16.162,10.302,9,cluster0
322,16.612,10.218,9,cluster0
323,16.1,9.702,9,cluster0
324,16.404,10.072,9,cluster0
325,15.93,10.106,9,cluster0
326,16.128,9.888,9,cluster0
327,16.41,10.188,9,cluster0
328,15.982,9.92,9,cluster0
329,16.224,10.02,9,cluster0
330,16.296,9.458,9,cluster0
331,16.586,10.174,9,cluster0
332,16.314,10.716,9,cluster0
333,16.278,9.452,9,cluster0
334,16.622,9.652,9,cluster0
335,16.22,9.494,9,cluster0
336,16.626,10.162,9,cluster0
337,16.982,10.596,9,cluster0
338,16.27,10.128,9,cluster0
339,16.202,9.7,9,cluster0
340,16.532,9.776,9,cluster0
341,17.124,9.726,9,cluster0
342,16.47,9.698,9,cluster0
343,16.004,10.28,9,cluster0
344,16.366,9.796,9,cluster0
345,16.268,9.522,9,cluster0
346,16.13,9.748,9,cluster0
347,16.67,10.498,9,cluster0
348,16.488,10.542,9,cluster0
349,16.57,10.21,9,cluster0
350,16.456,10.112,9,cluster0
351,16.482,9.986,9,cluster0
352,16.584,9.754,9,cluster0
353,16.1,9.93,9,cluster0
354,16.226,9.67,9,cluster0
355,16.448,9.566,9,cluster0
356,16.572,9.624,9,cluster0
357,16.436,9.41,9,cluster0
358,16.502,9.98,9,cluster0
359,16.418,9.966,9,cluster0
360,14.362,14.644,10,cluster0
361,14.138,14.63,10,cluster0
362,14.064,15.072,10,cluster0
363,13.692,14.958,10,cluster0
364,14.238,15.296,10,cluster0
365,13.73,15.128,10,cluster0
366,13.952,14.868,10,cluster0
367,13.986,14.77,10,cluster0
368,13.916,14.996,10,cluster0
369,13.874,14.954,10,cluster0
370,14.168,15.276,10,cluster0
371,14.278,15.152,10,cluster0
372,14.098,14.9,10,cluster0
373,13.764,15.212,10,cluster0
374,13.948,14.218,10,cluster0
375,14.13,14.838,10,cluster0
376,13.362,14.932,10,cluster0
377,13.546,14.844,10,cluster0
378,14.13,15.11,10,cluster0
379,13.816,14.602,10,cluster0
380,14.386,14.686,10,cluster0
381,13.786,14.726,10,cluster0
382,14.204,14.822,10,cluster0
383,13.856,15.206,10,cluster0
384,14.074,14.384,10,cluster0
385,13.68,14.988,10,cluster0
386,14.204,14.976,10,cluster0
387,13.388,15.39,10,cluster0
388,13.708,15.048,10,cluster0
389,14.114,15.366,10,cluster0
390,14.4,15.04,10,cluster0
391,14.194,15.04,10,cluster0
392,13.888,15.436,10,cluster0
393,13.958,15.322,10,cluster0
394,13.922,14.802,10,cluster0
395,13.652,14.602,10,cluster0
396,14.294,14.996,10,cluster0
397,13.81,14.526,10,cluster0
398,13.408,15.34,10,cluster0
399,13.834,14.778,10,cluster0
400,8.826,16.474,11,cluster0
401,8.33,16.488,11,cluster0
402,8.468,16.378,11,cluster0
403,8.904,15.846,11,cluster0
404,8.662,16.354,11,cluster0
405,8.684,16.776,11,cluster0
406,8.33,16.066,11,cluster0
407,8.904,16.402,11,cluster0
408,8.778,16.486,11,cluster0
409,8.81,16.458,11,cluster0
410,8.398,16.576,11,cluster0
411,8.542,15.918,11,cluster0
412,9.064,16.456,11,cluster0
413,9.152,16.094,11,cluster0
414,8.614,15.908,11,cluster0
415,8.566,17.012,11,cluster0
416,8.12,16.11,11,cluster0
417,8.844,16.026,11,cluster0
418,8.398,16.282,11,cluster0
419,8.808,15.59,11,cluster0
420,8.502,16.166,11,cluster0
421,8.942,16.19,11,cluster0
422,8.376,16.112,11,cluster0
423,8.518,15.84,11,cluster0
424,8.878,16.004,11,cluster0
425,8.582,16.774,11,cluster0
426,8.248,16.154,11,cluster0
427,8.588,16.24,11,cluster0
428,8.706,16.374,11,cluster0
429,8.524,16.392,11,cluster0
430,8.458,16.452,11,cluster0
431,8.83,16.36,11,cluster0
432,8.616,16.112,11,cluster0
433,8.844,16.362,11,cluster0
434,8.468,15.928,11,cluster0
435,8.62,16.674,11,cluster0
436,8.974,16.53,11,cluster0
437,8.826,16.084,11,cluster0
438,8.104,15.962,11,cluster0
439,8.386,16.24,11,cluster0
440,4.576,12.878,12,cluster0
441,4.46,13.16,12,cluster0
442,3.632,12.862,12,cluster0
443,4.238,12.506,12,cluster0
444,4.348,13.268,12,cluster0
445,3.788,12.372,12,cluster0
446,4.19,12.772,12,cluster0
447,3.86,12.706,12,cluster0
448,3.978,13.308,12,cluster0
449,4.336,12.854,12,cluster0
450,4.218,13.03,12,cluster0
451,4.25,13.002,12,cluster0
452,4.334,13.06,12,cluster0
453,4.654,12.566,12,cluster0
454,4.38,12.792,12,cluster0
455,3.968,13.016,12,cluster0
456,4.614,12.526,12,cluster0
457,3.95,12.67,12,cluster0
458,4.038,12.67,12,cluster0
459,4.426,12.238,12,cluster0
460,4.066,12.514,12,cluster0
461,4.248,12.392,12,cluster0
462,4.61,12.95,12,cluster0
463,4.328,12.99,12,cluster0
464,4.5,12.522,12,cluster0
465,4.176,12.71,12,cluster0
466,4.492,12.464,12,cluster0
467,4.134,12.834,12,cluster0
468,4.316,12.764,12,cluster0
469,4.454,12.084,12,cluster0
470,4.052,12.934,12,cluster0
471,4.26,13.118,12,cluster0
472,4.058,13.718,12,cluster0
473,4.24,12.626,12,cluster0
474,3.838,12.232,12,cluster0
475,4.128,13.4,12,cluster0
476,3.764,12.38,12,cluster0
477,4.424,13.186,12,cluster0
478,4.234,12.994,12,cluster0
479,5.13,13.296,12,cluster0
480,3.9,6.742,13,cluster0
481,3.994,7.206,13,cluster0
482,4.278,7.222,13,cluster0
483,4.172,6.848,13,cluster0
484,3.882,6.894,13,cluster0
485,3.936,6.994,13,cluster0
486,4.162,6.87,13,cluster0
487,3.762,7.1,13,cluster0
488,4.256,7.612,13,cluster0
489,4.55,6.822,13,cluster0
490,4.062,6.984,13,cluster0
491,4.026,7.23,13,cluster0
492,4.364,7.184,13,cluster0
493,4.292,7.208,13,cluster0
494,4.288,6.91,13,cluster0
495,4.018,7.062,13,cluster0
496,4.07,7.104,13,cluster0
497,4.548,7.654,13,cluster0
498,4.402,7.082,13,cluster0
499,3.692,7.49,13,cluster0
500,4.888,7.194,13,cluster0
501,4.456,7.146,13,cluster0
502,4.732,7.154,13,cluster0
503,4.088,7.212,13,cluster0
504,4.502,6.928,13,cluster0
505,3.402,7.434,13,cluster0
506,4.246,6.692,13,cluster0
507,4.166,7.256,13,cluster0
508,4.852,6.83,13,cluster0
509,4.398,7.428,13,cluster0
510,5.016,7.054,13,cluster0
511,4.25,6.76,13,cluster0
512,3.738,7.082,13,cluster0
513,4.254,7.264,13,cluster0
514,4.122,7.238,13,cluster0
515,3.878,7.232,13,cluster0
516,4.55,7.29,13,cluster0
517,4.03,7.126,13,cluster0
518,4.412,7.022,13,cluster0
519,4.276,7.244,13,cluster0
520,8.376,3.788,14,cluster0
521,8.81,3.864,14,cluster0
522,8.218,3.548,14,cluster0
523,8.374,3.748,14,cluster0
524,8.102,4.3,14,cluster0
525,8.386,3.952,14,cluster0
526,8.858,3.274,14,cluster0
527,8.884,3.504,14,cluster0
528,8.294,3.38,14,cluster0
529,8.38,3.178,14,cluster0
530,8.738,4.294,14,cluster0
531,9.1,3.84,14,cluster0
532,9.086,3.6,14,cluster0
533,8.616,3.45,14,cluster0
534,8.624,3.698,14,cluster0
535,8.632,3.82,14,cluster0
536,8.286,3.704,14,cluster0
537,8.816,3.58,14,cluster0
538,8.722,3.854,14,cluster0
539,8.298,3.378,14,cluster0
540,9.014,4.034,14,cluster0
541,8.87,3.554,14,cluster0
542,8.562,3.662,14,cluster0
543,8.6,3.828,14,cluster0
544,8.94,3.836,14,cluster0
545,8.768,4.32,14,cluster0
546,8.838,3.926,14,cluster0
547,8.288,3.466,14,cluster0
548,8.652,3.782,14,cluster0
549,8.376,3.956,14,cluster0
550,7.724,3.414,14,cluster0
551,8.374,4.136,14,cluster0
552,8.6,3.712,14,cluster0
553,9.026,3.788,14,cluster0
554,8.534,3.252,14,cluster0
555,8.874,3.602,14,cluster0
556,8.796,3.888,14,cluster0
557,8.592,3.988,14,cluster0
558,8.98,4.014,14,cluster0
559,8.562,3.856,14,cluster0
560,13.894,4.16,15,cluster0
561,14.278,5.26,15,cluster0
562,14.364,4.748,15,cluster0
563,14.108,4.918,15,cluster0
564,13.998,5.498,15,cluster0
565,14.4,5.296,15,cluster0
566,14.3,5.368,15,cluster0
567,13.958,5.35,15,cluster0
568,13.842,4.984,15,cluster0
569,13.85,4.246,15,cluster0
570,13.978,5.356,15,cluster0
571,14.366,5.104,15,cluster0
572,14.272,4.94,15,cluster0
573,14.336,5.176,15,cluster0
574,14.744,5.248,15,cluster0
575,14.306,5.06,15,cluster0
576,13.986,5.05,15,cluster0
577,14.44,5.33,15,cluster0
578,14.004,4.92,15,cluster0
579,13.332,4.592,15,cluster0
580,14.218,5.544,15,cluster0
581,14.154,4.768,15,cluster0
582,13.468,4.92,15,cluster0
583,13.67,5.406,15,cluster0
584,13.664,5.016,15,cluster0
585,14.12,4.87,15,cluster0
586,13.836,4.51,15,cluster0
587,14.204,5.064,15,cluster0
588,14.004,5.228,15,cluster0
589,13.266,4.858,15,cluster0
590,13.668,5.34,15,cluster0
591,14.528,4.812,15,cluster0
592,14.318,4.592,15,cluster0
593,14.018,5.182,15,cluster0
594,14.37,4.884,15,cluster0
595,14.198,4.804,15,cluster0
596,14.32,4.59,15,cluster0
597,13.636,5.218,15,cluster0
598,14.41,4.656,15,cluster0
599,14.02,5.614,15,cluster0
