@relation ClusteringDatasets/Path-based_clustered

@attribute Instance_number numeric
@attribute f0 numeric
@attribute f1 numeric
@attribute f2 {1,2,3}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17}

@data
186,1.280527,0.535584,3,cluster2
187,1.280527,0.561631,3,cluster2
188,1.223224,0.592887,3,cluster2
189,1.145083,0.618934,3,cluster2
190,1.061733,0.65019,3,cluster2
191,1.014848,0.832519,3,cluster2
192,1.025267,0.535584,3,cluster2
193,1.020057,0.582468,3,cluster2
194,0.931498,0.525165,3,cluster2
195,0.905451,0.561631,3,cluster2
196,0.900241,0.582468,3,cluster2
197,0.759588,0.74396,3,?
198,0.811682,0.811682,3,?
199,0.801263,0.447024,3,?
200,0.733541,0.499118,3,?
201,0.697075,0.499118,3,?
202,-0.021822,-0.365642,2,?
203,-0.266663,-0.271873,2,?
204,-0.094753,-0.047869,2,cluster5
205,-0.323966,-0.027031,2,?
206,-0.417736,0.071948,2,?
207,-0.511505,0.092785,2,?
208,-0.428154,0.259486,2,cluster5
209,-0.480248,0.337627,2,cluster5
210,-0.438573,0.337627,2,cluster5
211,-0.422945,0.436605,2,cluster5
212,-0.38127,0.457443,2,cluster5
213,-0.38127,0.379302,2,cluster5
214,-0.344804,0.379302,2,cluster5
215,-0.323966,0.275114,2,cluster5
216,-0.313548,0.228229,2,cluster5
217,-0.261454,0.249067,2,cluster5
218,-0.271873,0.30637,2,cluster5
219,-0.235407,0.348045,2,cluster5
220,-0.20936,0.348045,2,cluster5
221,-0.183313,0.342836,2,cluster5
222,-0.20415,0.280323,2,cluster5
223,-0.136428,0.249067,2,cluster5
224,-0.157266,0.217811,2,cluster5
225,-0.167685,0.202182,2,cluster5
226,-0.157266,0.160507,2,cluster5
227,-0.162475,0.097995,2,cluster5
228,-0.016612,0.035482,2,cluster5
229,0.066738,-0.021822,2,cluster5
230,0.087576,-0.027031,2,cluster5
231,0.13446,-0.094753,2,cluster5
232,0.181345,-0.047869,2,cluster5
233,0.285533,-0.047869,2,cluster5
234,0.269905,-0.021822,2,cluster5
235,0.202182,0.009435,2,cluster5
236,0.150088,0.040691,2,cluster5
237,0.160507,0.061529,2,cluster5
238,0.217811,0.082366,2,cluster5
239,0.05111,0.077157,2,cluster5
240,0.040691,0.108413,2,cluster5
241,-0.000984,0.103204,2,cluster5
242,0.290742,0.113623,2,cluster5
243,0.207392,0.160507,2,cluster5
244,0.113623,0.144879,2,cluster5
245,0.113623,0.191764,2,cluster5
246,0.030272,0.22302,2,cluster5
247,0.056319,0.233439,2,cluster5
248,0.061529,0.295952,2,cluster5
249,-0.058287,0.280323,2,cluster5
250,-0.053078,0.295952,2,cluster5
251,-0.146847,0.389721,2,cluster5
252,0.004225,0.30637,2,cluster5
253,-0.016612,0.363674,2,cluster5
254,0.004225,0.410558,2,cluster5
255,-0.053078,0.368883,2,cluster5
256,-0.073916,0.400139,2,cluster5
257,-0.126009,0.431396,2,cluster5
258,-0.167685,0.473071,2,cluster5
259,-0.141638,0.514746,2,cluster5
260,-0.105172,0.514746,2,cluster5
261,-0.146847,0.582468,2,cluster5
262,-0.167685,0.603306,2,cluster5
263,-0.167685,0.613725,2,cluster5
264,-0.219779,0.613725,2,cluster5
265,-0.193732,0.681447,2,cluster5
266,-0.542761,0.660609,1,?
267,-0.271873,0.775216,2,cluster5
268,-0.282291,0.816891,2,cluster5
269,-0.20936,0.811682,2,cluster5
270,-0.245826,1.051314,2,?
271,-0.099963,0.723122,2,cluster5
272,-0.047869,0.728331,2,cluster5
273,0.056319,0.775216,2,cluster5
274,0.092785,0.770006,2,cluster5
275,0.155298,0.770006,2,cluster5
276,0.165717,0.921079,2,cluster5
277,0.061529,0.91066,2,cluster5
278,0.019854,0.56684,2,cluster5
279,0.113623,0.587678,2,cluster5
280,0.160507,0.592887,2,cluster5
281,0.165717,0.639772,2,cluster5
282,0.113623,0.348045,2,cluster5
283,0.113623,0.420977,2,cluster5
284,0.113623,0.457443,2,cluster5
285,0.144879,0.431396,2,cluster5
286,0.191764,0.447024,2,cluster5
287,0.217811,0.415768,2,cluster5
288,0.269905,0.353255,2,cluster5
289,0.285533,0.368883,2,cluster5
290,0.332417,0.368883,2,cluster5
291,0.295952,0.301161,2,cluster5
292,0.243858,0.238648,2,cluster5
293,0.410558,0.363674,2,cluster5
294,0.546002,0.30637,2,cluster5
295,0.504327,0.561631,2,cluster5
296,0.415768,0.504327,2,cluster5
297,0.290742,0.48349,2,cluster5
298,0.290742,0.535584,2,cluster5
299,0.316789,0.598096,2,cluster5
